GEO,PARTNER,"PROPERTY 
CODE","PROPERTY
INFO / NOTES",VENDOR CODE,NAME,AREA,ADDRESS,ORDER #,BIKE BILLING,# OF BIKES,BIKE TYPE,"LOCK 
CODE",STORAGE LOCATION,BIKE START DATE,BIKE END DATE
2943,Sandpiper,EVERYHR,Carriage House,,Every Hour,I-Seaside,600 Forest Street,2118,Paid,2,2022 Vacayzen TAXI,0060,,3/1/2020,12/31/2022
2944,Sandpiper,GOODNITE,,,Goodnite,I-Seaside,507 Forest Street,2127,Paid,2,LW TAXI,0507,,3/1/2020,5/1/2022
2945,Sandpiper,BLUEBON,There will also be (2) Green Taxis on site that the owner bought from us. Please do not pick up or check.,,Bluebonnett,I-Seaside,744 Forest Street,2106,Paid,2,2022 Vacayzen TAXI,0744,,3/1/2020,12/31/2022
2946,Sandpiper,GOLDEN,House is located off of Natchez Street. ,,Golden Lady,I-Seaside,127 Grayton Street,2126,Paid,2,2022 Vacayzen TAXI,0127,,3/1/2020,12/31/2022
2947,Sandpiper,CURPHEY,,,Curphey Cottage,I-Seaside,54 Natchez Street,2114,Paid,2,2022 Vacayzen TAXI,0054,,3/1/2020,12/31/2022
2948,Sandpiper,RENA,,,Rena's Smile,I-Seaside,64 Natchez Street,2146,Paid,2,2022 Vacayzen TAXI,0064,,3/1/2020,12/31/2022
2949,Sandpiper,HEAVENLY,,,Heavenly Days,I-Seaside,42 Odessa Street,2130,Paid,2,2022 Vacayzen TAXI,0042,,3/1/2020,12/31/2022
2950,Sandpiper,FOREVER,,,Quincy Cottage,I-Seaside,2040 E County Hwy 30A,2149,Paid,2,2022 Vacayzen TAXI,2040,In bike rack. Bikes are located behind the Seaside post office on the bike racks.,3/1/2020,12/31/2022
2951,Sandpiper,PLEASURE,,,Pleasure Principal,I-Seaside,64 Butler Street,2144,Paid,2,2022 Vacayzen TAXI,0064,,3/1/2020,12/31/2022
2952,Sandpiper,RILEY,,,Fantasea Campe,I-Seaside,33 Pensacola Street,2147,Paid,2,2022 Vacayzen TAXI,0033,,3/1/2020,12/31/2022
2953,Paradise Properties,Breakers,,,Breakers,I-Seaside,42 Pensacola Street,58535,Monthly,4,Generic New Wave,4200,,6/4/2023,
2954,Sandpiper,SURF,,,Surf Lodge,I-Seaside,72 Pensacola Street,2162,Paid,2,2022 Vacayzen TAXI,0072,,3/1/2020,12/31/2022
2955,Sandpiper,GROUP,This is the corner house on Venice circle. There are 2 houses numbered 45 one is off a different road and Venice circle runs into it.,,Group Therapy,I-Seaside,45 Venice Circle,2128,Paid,2,2022 Vacayzen TAXI,0045,,3/1/2020,12/31/2022
2956,Sandpiper,PHENOM,,,Phenomenon,I-Seaside,55 Venice Circle,9330,Paid,2,2022 Vacayzen TAXI,0055,,3/30/2021,12/31/2022
2957,Sandpiper,ATRIUM,,,Atrium,I-Seaside,74 Tupelo Street,2099,Paid,2,2022 Vacayzen TAXI,0074,,3/1/2020,12/31/2022
2958,Sandpiper,FANTASIA,,,Fantasia,I-Seaside,85 Tupelo Street,2120,Paid,2,2022 Vacayzen TAXI,0085,,3/1/2020,12/31/2022
2959,Sandpiper,SEASONG,Main House,,Sea Song,I-Seaside,108 Tupelo Street,2152,Paid,2,2022 Vacayzen TAXI,0108,,3/1/2020,12/31/2022
2960,Sandpiper,BEATUNE,Carriage House,,Beach Tune,I-Seaside,108 Tupelo Street,2101,Paid,2,2022 Vacayzen TAXI,8010,,3/1/2020,12/31/2022
2961,"360 Blue, LLC",SS118TS,,40 * 437174,Blue Skies,I-Seaside,118 Tupelo Street,62931,Monthly,3,Yellow 360 YOLO,0118,,8/9/2023,
2962,Sandpiper,MARISOL,,,Marisol,I-Seaside,150 Tupelo Street,2137,Paid,2,2022 Vacayzen TAXI,0150,,3/1/2020,12/31/2022
2963,Sandpiper,FROZE,,,Froze Rose,I-Seaside,29 Rosewalk Alley,19948,Paid,2,2022 Vacayzen TAXI,0029,,7/3/2021,12/31/2022
2964,Sandpiper,FISHTALE,,,Fish Tales,I-Seaside,39 Rosewalk,2122,Paid,2,2022 Vacayzen TAXI,0039,,3/1/2020,12/31/2022
2965,Sandpiper,FAIRWINDS,Main House,,Fair Winds,I-Seaside,12 Savannah Street,2119,Paid,2,2022 Vacayzen TAXI,0012,Main House,3/1/2020,12/31/2022
2966,Sandpiper,FOLLOW,Carriage House,,Following Seas,I-Seaside,12 Savannah Street,2123,Paid,2,2022 Vacayzen TAXI,2100,Carriage House,3/1/2020,12/31/2022
2967,Sandpiper,CLEAR,,,Blue Clear Sky,I-Seaside,41 Savannah Street,2155,Paid,2,2022 Vacayzen TAXI,0041,,3/1/2020,12/31/2022
2968,Sandpiper,PERSUAS,,,Persuasion,I-Seaside,42 Savannah Street,2142,Paid,2,2022 Vacayzen TAXI,0042,,3/1/2020,12/31/2022
2969,Sandpiper,SANDPIPE,,,Sandpiper,I-Seaside,43 Savannah Street,2148,Paid,2,2022 Vacayzen TAXI,0043,,3/1/2020,12/31/2022
2970,Sandpiper,CAREY,,,Carey Cottage,I-Seaside,50 Savannah Street,2108,Paid,2,2022 Vacayzen TAXI,0050,,3/1/2020,12/31/2022
2971,Sandpiper,SONWORSH,,,Son Worshipers,I-Seaside,130 Savannah Street,2157,Paid,2,2022 Vacayzen TAXI,0130,,3/1/2020,12/31/2022
2972,Sandpiper,COQUINA,,,Coquina,I-Seaside,144 Savannah Street,2110,Paid,2,2022 Vacayzen TAXI,0144,,3/1/2020,12/31/2022
2973,Sandpiper,CREOLE,,,Creole,I-Seaside,144 Savannah Street #B,2112,Paid,2,2022 Vacayzen TAXI,4410,,3/1/2020,12/31/2022
2974,Sandpiper,SUMMER,,,Summer Place,I-Seaside,428 W Grove Avenue,2160,Paid,2,2022 Vacayzen TAXI,0428,,3/1/2020,12/31/2022
2975,Sandpiper,SEAYA1,,,Sea- YA,I-Seaside,2292 E County Hwy 30A,2153,Paid,2,2022 Vacayzen TAXI,2292,,3/1/2020,12/31/2022
2976,Exclusive,SEA23,,,Selah,I-Seaside,23 E Ruskin Street,6024,Monthly,4,Exclusive TAXI,0023,,3/1/2021,
2977,"Dune Real Estate Company, LLC",23 E RUSKIN STREET,,,23 E RUSKIN STREET,I-Seaside,23 E Ruskin Street,N/A,Monthly,4,Generic TAXI,0023,,1/1/2018,8/10/2018
2978,"Dune Real Estate Company, LLC",Rendezvous | 29 E. Ruskin Street,,,Rendezvous,I-Seaside,29 E Ruskin Street,29048,Monthly,4,Dune TAXI,0029,,1/12/2022,
2979,"Dune Real Estate Company, LLC",Dreamcatcher | 53 E Ruskin Street (2br/2ba),,,Dreamcatcher | 53 E Ruskin Street (2br/2ba),I-Seaside,53 E Ruskin Street,17039,Monthly,2,Dune YOLO,0530,,12/26/2020,7/14/2022
2980,"Dune Real Estate Company, LLC",Chatham House | 71 E. Ruskin Street (4br/3ba),,,Chatham House | 71 E. Ruskin Street (4br/3ba),I-Seaside,71 E Ruskin Street,2361,Monthly,4,Dune YOLO,0710,,12/8/2020,5/9/2022
2981,Sandpiper,Big Pink,,,Big Pink,I-Seaside,142 E Ruskin Street,N/A,Paid,2,LW TAXI,0142,,9/3/2020,4/9/2021
2982,Sandpiper,FORSYTHE,Townhouse in the square.,,Forsythe House,I-Seaside,208 Ruskin Place,6076,Paid,2,2022 Vacayzen TAXI,0208,,1/25/2021,12/31/2022
2983,Sandpiper,GCOASTAL,Main House,,Going Coastal,I-Seaside,176 E Ruskin Place,2125,Paid,2,2022 Vacayzen TAXI,0176,,3/1/2020,12/31/2022
2984,Sandpiper,TIGHTLIN,Carriage House,,Tight Lines,I-Seaside,176 E Ruskin Place,2163,Paid,2,2022 Vacayzen TAXI,6710,,3/1/2020,12/31/2022
2985,Royal,201RUSK,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",201 Ruskin Place,I-Seaside,201 E Ruskin Place,1982,Monthly,4,Royal TAXI,0201,,10/31/2018,12/5/2022
2986,Royal,CIAOBELL,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Ciao Bella,I-Seaside,307 E Ruskin Place,9319,Monthly,4,Royal TAXI,0307,,3/15/2021,12/30/2022
2987,Sandpiper,HOWSWEET,"Carriage House
(Old order number #2132)",,How Sweet,I-Seaside,22 W Ruskin Place,49084,Paid,2,2022 Vacayzen TAXI,0022,,3/1/2020,12/31/2022
2988,Sandpiper,AMAZING,Main House,,Amazing Grace,I-Seaside,20 W Ruskin Place,2098,Paid,2,2022 Vacayzen TAXI,0020,,3/1/2020,9/12/2022
2989,Exclusive,SEA206,,,Central Park,I-Seaside,206 W Ruskin Place,9376,Monthly,4,Exclusive TAXI,0206,,4/15/2021,
2990,Sandpiper,ALAMODE,,,A' La Mode,I-Seaside,310 W Ruskin Place,39360,Paid,2,2022 Vacayzen TAXI,0310,,6/6/2022,12/31/2022
2991,Sandpiper,BURKES,Carriage House,,Burke's Oasis,I-Seaside,29 Quincy Circle,2107,Paid,2,2022 Vacayzen TAXI,9200,Carriage House,3/1/2020,12/31/2022
2992,Sandpiper,TRUMANS,Main House,,Truman's Hideout,I-Seaside,29 Quincy Circle,2164,Paid,2,2022 Vacayzen TAXI,0029,Main House,3/1/2020,12/31/2022
2993,Sandpiper,EDEN,Main House,,Close to Eden,I-Seaside,121 Central Square,2116,Paid,2,2022 Vacayzen TAXI,1210,,3/1/2020,12/31/2022
2994,Sandpiper,MOCKING,Carriage House,,Tequila Mockingbird,I-Seaside,121 Central Square,2139,Paid,2,2022 Vacayzen TAXI,0121,,3/1/2020,12/31/2022
2995,Sandpiper,Livin' It Up,,,Livin' It Up,I-Seaside,37 Cypress Hill Drive,N/A,Paid,2,LW TAXI,0037,,3/1/2020,8/26/2021
2996,"360 Blue, LLC",SS366FS,,40 * 437174,Forest Charlie,I-Seaside,366 Forest Street,1110,Monthly,6,Yellow 360 YOLO,0366,,10/3/2020,2/20/2023
2997,Royal,392FRST,"The lockbox is located on the left outside, decorative arch on the porch.","Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Empty Pockets,I-Seaside,392 Forest Street,14883,Monthly,4,Royal TAXI,0392,,6/2/2021,4/14/2023
2998,Royal,BOBBYD,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Bobby D's,I-Seaside,506 Forest Street,N/A,Monthly,0,Generic TAXI,0506,,1/1/2018,11/3/2018
2999,"360 Blue, LLC",SS621FS,Old name: Forest Alpha,40 * 437174,Heaven Sent,I-Seaside,621 Forest Street,1112,Monthly,4,Yellow 360 YOLO,0621,Inside the backyard storage shed.,10/31/2018,
3000,"360 Blue, LLC",SS665FS,,40 * 437174,My Three Sons,I-Seaside,665 Forest Street,2368,Monthly,3,Blue Tire 360 YOLO,0665,,10/31/2018,1/21/2022
3001,"Oversee Rentals, LLC",1AJFI1,,,Ingle's Nest,I-Seaside,684 Forest Street,N/A,Monthly,3,Oversee YOLO,0684,,10/31/2018,10/6/2021
3002,"360 Blue, LLC",SS795FS,Old name: Forest Foxtrot  ,40 * 437174,Forget Me Not,I-Seaside,795 Forest Street,9260,Monthly,5,Yellow 360 YOLO,0795,,3/8/2021,
3003,"360 Blue, LLC",SS824FS,Old name: Forest Golf,40 * 437174,,I-Seaside,824 Forest Street,32743,Monthly,5,Yellow 360 YOLO,0824,,4/9/2022,
3004,"360 Blue, LLC",SS147GSC,Old name: Grayton Alpha,40 * 437174,Old Natchez Compound,I-Seaside,147 Grayton Street,1107,Monthly,7,Yellow 360 YOLO,0147,Bike rack in front yard.,10/31/2018,
3005,"360 Blue, LLC",SS73OS,Old name: Odessa Alpha,40 * 437174,Sea Ya Real Soon,I-Seaside,73 Odessa Street,1114,Monthly,4,Yellow 360 YOLO,0073,,5/29/2019,
3008,Royal,THESHELL,"Turn left on Venice circle in seaside, then take your next right. House is the last one on that street.","Kaba: 84 * 919957 
Lockbox: 1534 or 3841",The Shell,I-Seaside,31 Wakulla Lane,25089,Monthly,8,Royal TAXI,0031,Bikes should be in the back of the house.,9/17/2021,
3009,Exclusive,SEA50,,,Our Happy Place,I-Seaside,50 Venice Circle,65239,Monthly,4,Exclusive TAXI,0050,,9/1/2023,
3010,"Dune Real Estate Company, LLC",Our Happy Place | 50 Venice Circle,,,Our Happy Place,I-Seaside,50 Venice Circle,1540,Monthly,5,Dune TAXI,0050,,10/10/2019,9/1/2023
3011,"Dune Real Estate Company, LLC",Highboy Hideaway | 64 Venice Circle,,,Highboy Hideaway,I-Seaside,64 Venice Circle,48606,Monthly,6,Dune TAXI,0064,,10/28/2022,
3012,"360 Blue, LLC",SS64VC,,40 * 437174,Splash,I-Seaside,64 Venice Circle,45201,Monthly,6,Blue Tire 360 YOLO,0064,,9/1/2022,10/28/2022
3013,Exclusive,SEA47M,,,Sugar #90,I-Seaside,47 Tupelo Street,24320,Monthly,4,Exclusive TAXI,0047,,9/3/2021,
3014,Exclusive,SEA47B,,,Sugar #90,I-Seaside,47 Tupelo Street,24321,Monthly,0,Exclusive TAXI,0047,,9/3/2021,
3015,"Dune Real Estate Company, LLC",Sugar | 47 Tupelo Street (4br/3ba),,,Sugar | 47 Tupelo Street (4br/3ba),I-Seaside,47 Tupelo Street,N/A,Monthly,4,Generic TAXI,0047,,5/16/2021,8/31/2021
3016,"Dune Real Estate Company, LLC",Spice,,,Spice,I-Seaside,47 Tupelo Street,N/A,Monthly,2,Generic TAXI,2047,,6/29/2019,8/31/2021
3017,"Dune Real Estate Company, LLC",Sugar,,,Sugar,I-Seaside,47 Tupelo Street,N/A,Monthly,4,Generic TAXI,0047,,6/29/2019,11/3/2019
3018,"Dune Real Estate Company, LLC",Taste & Sea | 128 Tupelo,,,Taste and Sea - Main,I-Seaside,128 Tupelo Street,1555,Monthly,3,Dune TAXI,0128,,5/4/2019,
3019,"Dune Real Estate Company, LLC",Sea Shack | 128 Tupelo Street,,,Sea Shack - Carriage,I-Seaside,128 Tupelo Street,1545,Monthly,2,Dune TAXI,2128,,6/21/2019,
3020,"360 Blue, LLC",SS150TS,,40 * 437174,SS150TS,I-Seaside,150 Tupelo Street,N/A,Monthly,3,360 TAXI,0150,,1/1/2018,10/31/2018
3021,"Dune Real Estate Company, LLC",Blue View | 2308 E Co Hwy 30A,,,Blue View,I-Seaside,2308 E County Hwy 30A,1525,Monthly,4,Dune TAXI,2308,,8/22/2020,
3022,"360 Blue, LLC",SS2308,,40 * 437174,Seaside Beta,I-Seaside,2308 E County Hwy 30A,N/A,Monthly,4,Blue Tire 360 YOLO,2308,,10/9/2019,9/1/2020
3023,"Dune Real Estate Company, LLC",Buckeye On the Beach | 2288 E Co Hwy 30a,,,Buckeye at the Beach,I-Seaside,2288 E County Hwy 30A,1527,Monthly,4,Dune TAXI,2288,,1/16/2020,
3024,"Dune Real Estate Company, LLC",Bella Vita | 2132 E Co Hwy 30A,,,Bella Vita | 2132 E Co Highway 30A,I-Seaside,2132 E County Hwy 30A,47475,Monthly,4,Dune TAXI,2132,,10/3/2022,
3025,"Dune Real Estate Company, LLC",Outside the Box | 2112 E Co Hwy 30A,Door Code: 7812	,,Outside the Box,I-Seaside,2112 E County Hwy 30A,1541,Monthly,4,Dune TAXI,2112,,7/26/2020,
3026,"360 Blue, LLC",SS2132,,40 * 437174,Bella Vita,I-Seaside,2132 E County Hwy 30A,29110,Monthly,4,Yellow 360 YOLO,2132,Bike rack in driveway.,11/23/2020,10/12/2022
3027,"Dune Real Estate Company, LLC",Bella Vita | 2132 Co Hwy 30A,,,Bella Vita | 2132 Co Hwy 30A,I-Seaside,2132 E County Hwy 30A,N/A,Monthly,4,Dune YOLO,2132,,6/10/2019,11/18/2020
3028,"Dune Real Estate Company, LLC",Bella Vita,,,Bella Vita,I-Seaside,2132 E County Hwy 30A,1493,Monthly,4,Dune YOLO,2109,,12/21/2018,3/15/2019
3029,"360 Blue, LLC",SS2056,,40 * 437174,Sisters Three by the Sea,I-Seaside,2056 E County Hwy 30A,1109,Monthly,3,Yellow 360 YOLO,2056,,10/31/2018,
3030,"360 Blue, LLC",ZSS2036,,40 * 437174,Here Comes The Sun,I-Seaside,2036 E County Hwy 30A,1108,Monthly,4,Blue Tire 360 YOLO,2036,,10/31/2018,1/2/2023
3031,"360 Blue, LLC",SS181SC,,40 * 437174,Lemon Tree,I-Seaside,181 Smolian Circle,35714,Monthly,4,Yellow 360 YOLO,0181,,5/2/2022,
3032,"Oversee Rentals, LLC",1APSH2,,,Lemon Tree,I-Seaside,181 Smolian Circle,1643,Monthly,4,Oversee YOLO,0181,,10/31/2018,5/13/2022
3033,Exclusive,SEA20-B,,,Seaside Central,I-Seaside,20 Seaside Avenue #B,41982,Monthly,2,Exclusive TAXI,2020,Same bike rack as Diamond in the Sky #40 bikes.,7/1/2022,
3034,Exclusive,SEA20,,,Diamond in the Sky #40,I-Seaside,20 Seaside Avenue #C & #D,27600,Monthly,4,Exclusive TAXI,0020,Same bike rack as Seaside Central bikes.,11/1/2021,
3035,Sandpiper,FEELING,,,Feeling Good,I-Seaside,38 Seaside Avenue,2121,Paid,4,2022 Vacayzen TAXI,0038,,3/1/2020,12/31/2022
3036,Exclusive,SEA81M,,,Into the Blue,I-Seaside,81 Seaside Avenue,61808,Monthly,4,Exclusive TAXI,0081,In the front at the main house.,7/6/2023,
3037,Exclusive,SEA81C,,,Into the Blue Two,I-Seaside,81 Seaside Avenue,61809,Monthly,2,Exclusive TAXI,0081,At the back of the house.,7/6/2023,
3038,"360 Blue, LLC",SS125QCA,Old name: Quincy Alpha,40 * 437174,Sister 1,I-Seaside,125 Quincy Circle #A,3229,Monthly,2,Yellow 360 YOLO,1125,In bike rack behind building.,12/30/2020,
3039,"360 Blue, LLC",SS125QCB,Old name: Quincy Beta,40 * 437174,Sister 2,I-Seaside,125 Quincy Circle #B,3230,Monthly,2,Yellow 360 YOLO,2125,In bike rack behind building.,12/30/2020,
3040,Exclusive,SEA2130,,,Beluga,I-Seaside,2130 E County Hwy 30A,6022,Monthly,5,Exclusive TAXI,2130,,3/1/2021,
3041,Exclusive,SEA2326B,Bottom unit - back door.,,Love Me True,I-Seaside,2326 E County Hwy 30A,40561,Monthly,2,Exclusive TAXI,6232,In bike rack next to back door.,6/17/2022,
3042,Exclusive,SEA2326T,Top unit - front door.,,Love Me Tender,I-Seaside,2326 E County Hwy 30A,40560,Monthly,2,Exclusive TAXI,2326,In bike rack to the left of the front door.,6/17/2022,
3043,"360 Blue, LLC",SS45BCS,Old name: Central Square Alpha,40 * 437174,The Sweet Escape,I-Seaside,45 Central Square #B,1111,Monthly,3,Yellow 360 YOLO,0045,"In parking spot for the unit, labeled Penthouse B- The Sweet Escape",10/31/2018,
3044,"360 Blue, LLC",SS45CSB2,Old name: Central Square Beta,40 * 437174,Exhale,I-Seaside,45 Central Square #B2,29128,Monthly,4,Yellow 360 YOLO,0002,"On parking spot for the unit, labeled Unit B-2. Under the overhang at the back entrance of the building.",1/7/2021,
3045,"Dune Real Estate Company, LLC",EXHALE,,,EXHALE,I-Seaside,45 Central Sqare #B-2,N/A,Monthly,0,Generic TAXI,0002,,1/1/2018,8/10/2018
3046,"360 Blue, LLC",SS2026,,40 * 437174,Seaside Alpha,I-Seaside,2026 E County Hwy 30A,N/A,Monthly,6,Blue Tire 360 YOLO,2026,,1/1/2020,3/1/2020
3047,Sandpiper,FRONTROW,,,Front Row,I-Seaside,2298 E County Hwy 30A,2124,Paid,2,LW TAXI,2298,,3/1/2020,1/28/2022
3048,Exclusive,SEA31,,,Something Blue,I-Seaside,31 Wakula Lane,1568,Monthly,6,LW TAXI,0031,,3/14/2020,9/15/2021
3049,"360 Blue, LLC",SS201ERP,Old name: Ruskin Alpha,40 * 437174,Four by the Shore,I-Seaside,201 East Ruskin Place,49127,Monthly,3,Yellow 360 YOLO,0201,Inside the backyard storage shed.,12/26/2022,
3050,Royal,303RUSK,,,303 Ruskin Place,I-Seaside,303 East Ruskin Place,56786,Monthly,4,Royal TAXI,0303,,5/18/2023,
3051,Royal,JUBILE,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Jubilee Retreat,G-Grayton,109 Grayton Trails Road,2037,Monthly,4,Royal TAXI,0109,,6/17/2019,
3052,"360 Blue, LLC",GB177GT,,40 * 437174,Grayton Trails Alpha,G-Grayton,177 Grayton Trails Road,N/A,Monthly,6,Blue Tire 360 YOLO,0177,,9/13/2020,11/29/2020
3053,"360 Blue, LLC",GB210GT,,40 * 437174,Grayton Trails Beta,G-Grayton,210 Grayton Trails Road,N/A,Monthly,4,360 TAXI,0210,,10/31/2018,9/22/2019
3054,Royal,120MAG,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Sugar Magnolia,G-Grayton,120 Magnolia Street,9325,Monthly,6,Royal TAXI,0120,,4/10/2021,
3055,Royal,MAGNOL,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Modern Magnolia,G-Grayton,138 Magnolia Street,2042,Monthly,6,Royal TAXI,0138,,10/31/2018,
3056,"360 Blue, LLC",GB183MS,Old name: Magnolia Beta,40 * 437174,Salty Hideaway II,G-Grayton,183 Magnolia Street,49316,Monthly,5,Yellow 360 YOLO,0183,,12/22/2022,
3057,"360 Blue, LLC",GB205MS,Old name: Magnolia Alpha,40 * 437174,Magnolia Dream,G-Grayton,205 Magnolia Street,916,Monthly,5,Yellow 360 YOLO,0205,,9/16/2020,
3058,30A Luxury,GB-GRAY1,Garage: 0724,,Grayton Gold,G-Grayton,260 Magnolia Street,39325,Monthly,6,30A Lux TAXI,0260,In garage. ,6/7/2022,
3059,30A Luxury,GB-GRAY1,,,Grayton Gold,G-Grayton,260 Magnolia Street,N/A,Monthly,6,30A Lux TAXI,0260,,5/21/2021,12/29/2021
3060,"360 Blue, LLC",GB260MS,,40 * 437174,Magnolia Beta,G-Grayton,260 Magnolia Street,1172,Monthly,5,Blue Tire 360 YOLO,0260,,12/4/2021,6/7/2022
3061,30A Luxury,GB-GROV1,,,Grove To Grayt,G-Grayton,103 Pine Street,60325,Monthly,4,30A Lux TAXI,0103,"At the end of the gravel walkway, below the front porch steps. ",7/26/2023,10/10/2023
3062,"360 Blue, LLC",GB277PS,,40 * 437174,The Sand Box,G-Grayton,277 Pine Street,49779,Monthly,6,Yellow 360 YOLO,0277,,3/11/2023,
3063,"360 Blue, LLC",GB54LP,Old name: Lupine Alpha,40 * 437174,Matarangi,G-Grayton,54 Lupine Road,921,Monthly,6,Yellow 360 YOLO,0054,,3/1/2020,
3064,"360 Blue, LLC",GB39SL,,40 * 437174,GB39SL,G-Grayton,39 Sandy Lane,N/A,Monthly,4,360 TAXI,0039,,1/1/2018,12/28/2018
3065,Royal,SEAPRIZE,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Sea Prize,G-Grayton,49 Sandy Lane,2065,Monthly,4,Royal TAXI,0049,,10/31/2018,9/7/2023
3066,"Dune Real Estate Company, LLC",Anchors Aweigh | 58 Sandy Lane,Garage: 51320,,Anchors Away,G-Grayton,58 Sandy Lane,49204,Monthly,7,Dune TAXI,0058,In garage. ,12/12/2022,
3067,30A Luxury,GB-FISH1,,,Fish Bait,G-Grayton,209 Defuniak Street,2191,Monthly,4,30A Lux TAXI,0209,,3/7/2020,
3068,"Oversee Rentals, LLC",1ABLE1,,,Grayton Sanctuary,G-Grayton,261 Defuniak Street,N/A,Monthly,4,Oversee YOLO,0261,,10/31/2018,12/18/2020
3069,"360 Blue, LLC",GB309DF,Old name: Defuniak Charlie,40 * 437174,Absolutely Grayton,G-Grayton,309 Defuniak Street,918,Monthly,6,Yellow 360 YOLO,0309,,12/13/2019,
3070,"360 Blue, LLC",GB319DF,,40 * 437174,Defuniak Echo,G-Grayton,319 Defuniak Street,32330,Monthly,6,Yellow 360 YOLO,0319,,3/19/2022,7/30/2022
3071,"Oversee Rentals, LLC",1AAMS1,,,Salty Sisters,G-Grayton,367 Defuniak Street,1610,Monthly,2,Oversee YOLO,0367,,1/26/2020,6/26/2023
3072,Royal,SALTY,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Salty Sisters,G-Grayton,367 Defuniak Street,N/A,Monthly,2,30A w/ Yellow,0367,,10/31/2018,1/5/2020
3073,Royal,PNSTEGG,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Pelican Nest & Egg,G-Grayton,425 Defuniak Street,6070,Monthly,6,Royal TAXI,0425,,10/31/2018,9/8/2020
3074,Royal,PNEST,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Pelican Nest,G-Grayton,425 Defuniak Street,N/A,Monthly,4,Royal TAXI,0425,,10/31/2018,9/8/2020
3075,Royal,PEGG,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Pelican Egg,G-Grayton,425 Defuniak Street,N/A,Monthly,2,Royal TAXI,2425,,1/29/2020,9/8/2020
3076,Callista Vacation Rentals,ZGB428DF,,112 * 697410,Defuniak Beta,G-Grayton,428 Defuniak Street,919,Monthly,4,Callista YOLO,0428,,5/12/2018,1/12/2023
3077,"360 Blue, LLC",GB433DF,Old name: Defuniak Delta,40 * 437174,Grateful 2BN Grayton,G-Grayton,433 Defuniak Street,30899,Monthly,6,Yellow 360 YOLO,0433,,3/12/2022,
3079,30A Sea Story,Defuniak Street 466,,,466 DeFuniak St,G-Grayton,466 Defuniak Street,855,Paid,2,Generic TAXI,0466,,1/1/2022,1/3/2022
3080,"360 Blue, LLC",GB524DF,Old name: Defuniak Alpha,40 * 437174,Seas the Day,G-Grayton,524 Defuniak Street,920,Monthly,7,Yellow 360 YOLO,0524,,10/31/2018,
3082,"360 Blue, LLC",GB6HA,Old name: Hotz Alpha,40 * 437174,Dawn Patrol,G-Grayton,6 Hotz Avenue,35412,Monthly,7,Yellow 360 YOLO,0006,By the trash corral.,4/30/2022,
3083,"360 Blue, LLC",GB60HA,,40 * 437174,Bella Waves,G-Grayton,60 Hotz Avenue,922,Monthly,6,Yellow 360 YOLO,0060,,10/31/2018,
3085,Royal,GRAYTON PLACE,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Grayton Place,G-Grayton,60 Hotz Avenue,N/A,Monthly,4,Generic TAXI,0060,,1/1/2018,10/31/2018
3086,"360 Blue, LLC",GB64HA,,40 * 437174,All Decked Out,G-Grayton,64 Hotz Avenue,923,Monthly,6,Yellow 360 YOLO,0064,,10/31/2018,
3089,"360 Blue, LLC",GB80HA,,40 * 437174,Tequila Mockingbird,G-Grayton,80 Hotz Avenue,N/A,Paid,6,Blue Tire 360 YOLO,0080,,10/31/2018,9/21/2021
3090,"360 Blue, LLC",GB80HA,,40 * 437174,A Wave From It All,G-Grayton,80 Hotz Avenue,N/A,Monthly,6,Blue Tire 360 YOLO,0080,,10/31/2018,9/21/2021
3092,"Dune Real Estate Company, LLC",More Grayter | 12 Garfield,Gate: 1991#,,More Grayter,G-Grayton,12 Garfield Street,1539,Monthly,5,Dune TAXI,0012,,10/31/2018,
3093,Royal,16GFIELD,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",16 Garfield,G-Grayton,16 Garfield Street,N/A,Monthly,4,Generic TAXI,0016,,10/31/2018,2/7/2020
3094,Royal,HALLELU,Gate: 1991#,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Hallelujah,G-Grayton,18 Garfield Street,2033,Monthly,4,Royal TAXI,0018,,5/10/2019,
3095,"360 Blue, LLC",GB105GAR,,40 * 437174,Garfield Charle,G-Grayton,105 Garfield Street,N/A,Monthly,4,Blue Tire 360 YOLO,0105,,2/26/2021,9/29/2021
3096,"360 Blue, LLC",GB185GAR,Old name: Garfield Beta,40 * 437174,Shades of Summer,G-Grayton,185 Garfield Street,915,Monthly,6,Yellow 360 YOLO,0185,,2/29/2020,
